fact_id,campaign_id,customer_id,channel_id,record_date,device,country,impressions,clicks,conversions,spend,revenue
5632,1937,6629,1,28-Mar-22,Desktop,Mexico,831,26,0,26.74,0
5633,4536,4150,1,7/7/2023,Mobile,Japan,953,24,1,30.24,102.04
5634,221,596,8,2/15/2021,DESKTOP,United States,888,17,0,14.99,0
5635,1970,5106,4,2/15/2023,Mobile,India,3695,75,0,51.18,0
5636,1284,1278,4,1/11/2022,Mobile,Mexico,1154,11,0,5.68,0
5637,4134,3473,4,7-Jul-22,Desktop,Canada,6729,150,2,105.86,102.73
5638,4839,1310,4,10-Jul-19,Mobile,United Kingdom,3082,38,0,17.82,0
5639,2575,2187,7,8/3/2022, Mobile,Germany,752,8,0,7.19,
5640,1292,2373,9,4/23/2019,Desktop,United States,4713,85,1,44.8,122.68
5641,1609,3252,2,6/25/2023,Desktop,South Africa,341,4,0,3.58,0
5642,2896,2614,13,9/10/2022,Mobile,Philippines,499,17,0,0.33,0
5643,589,3912,13,27-Mar-19,Mobile,United Kingdom,952,28,1,0.6,77.4
5644,359,131,3,1/30/2023,PC,Japan,261,2,0,1.79,0
5645,632,1718,3,7/25/2024,MOBILE,France,2588,22,0,25.07,0
5646,2891,4502,6,3/2/2021,Mobile,United Kingdom,2810,36,0,53.01,0
5647,3863,4108,3,22-11-2024,Desktop,United States,2836,34,0,37.69,0
5648,4573,3891,6,9/28/2023,Tablet,Canada,584,3,0,3.59,0
5649,4326,4862,8,22-08-2019,Desktop,Nigeria,868,9,0,7.52,0
5650,1402,2599,1,9/14/2021,Mobile,United Kingdom,427,15,0,20.34,0
5651,2374,1381,4,23-May-20,Mobile,Germany,833,15,0,8.65,0
5652,2494,4080,6,12/18/2020,desktop,  United Kingdom  ,4709,32,0,28.21,0
5653,388,4286,9,24-04-2020,Desktop,India,1443,20,0,10.4,0
5654,2162,5043,4,26-04-2024,Desktop,India,21109,312,6,207.66,234.49
5655,3611,2923,4,25-Aug-22,Mobile,United Kingdom,334,4,0,2.67,0
5656,1658,1028,5,25-Apr-23,Tablet,Germany,5964,11,0,33.35,0
5657,5078,8275,12,10/27/2020,DESKTOP,JAPAN,5341,75,4,54.17,364.14
5658,2653,2870,11,23-10-2024,PC,Germany,3703,134,5,16.21,870.83
5659,678,4248,7,11/14/2021,Mobile,France,31308,509,12,401.21,1616.23
5660,1792,3581,13,11/5/2022,Mobile,India,4711,259,6,5.99,1040.73
5661,3671,4308,10,19-Dec-23,Desktop,Britain,2038,11,0,4.96,0
5662,495,3207,2,12/6/2019, Desktop,UNITED STATES,31314,725,9,667.48,846.61
5663,3151,73,11,28-Sep-19,Desktop,United States,4937,280,2,30.38,156.36
5664,3435,3360,5,3/17/2023,PC,Brazil,3006,16,0,57.36,
5665,3214,3637,6,7-Jun-23,Mobile,Brazil,287,2,0,1.84,0
5666,3234,2271,11,4/2/2024,Mobile,Saudi Arabia,174,8,0,0.77,0
5667,547,4160,2,10-Apr-19,Tablet,India,302,3,0,3.44,0
5668,756,4031,15,30-06-2019,Mobile,USA,642,12,0,11.74,0
5669,3596,2592,7,12/5/2019,Tablet,France,1127,11,0,9.14,
5670,3320,922,2,10/12/2022,Desktop,United States,6842,143,2,91.84,183.5
5671,4831,5094,2,11-Dec-19, Desktop,United States,23027,299,8,289.62,720.56
5672,3717,1215,6,15-06-2020,Mobile,Australia,858,6,0,4.73,0
5673,3717,744,6,5/26/2020,MOBILE,Nigeria,14019,110,2,119.48,84.15
5674,4155,1875,9,8/8/2023,Mobile,Japan,2862,40,1,23.8,127.18
5675,4108,2862,10,12/22/2021,Desktop,Japan,13049,64,0,30.5,0
5676,855,1903,6,3/11/2023,Mobile,Spain,616,4,0,3.92,
5677,126,1661,1,16-Nov-22,Mobile,Saudi Arabia,10064,201,9,325.15,737.05
5678,3475,3755,13,21-11-2023,Mobile,France,898,33,0,0.52,0
5679,2837,1206,13,6/17/2024,Tablet,Indonesia,10419,138,4,2.99,331.32
5680,3335,4115,12,21-01-2022,Mobile,  Brazil  ,614,9,0,3.68,0
5681,1186,,9,4/30/2021,Mobile,Nigeria,1801,35,0,18.18,0
5682,4304,3740,15,30-Dec-21,mobile,Indonesia,21778,525,10,521.62,998.99
5683,1730,4467,13,9/6/2019,Mobile,United States,2221,90,2,2.13,124.39
5684,3012,2109,14,4/10/2023,tablet,INDIA,1401,53,1,1.29,65.35
5685,1313,2631,9,18-04-2023,Desktop,United States,414,8,0,4.04,
5686,3892,456,11,27-Dec-20,Tablet,Nigeria,3393,125,7,7.37,632.55
5687,1043,1166,1,1/9/2024,Mobile,Spain,1180,33,0,41.95,0
5688,3088,2587,5,21-Feb-22,Mobile,South Africa,4926,31,1,141.86,92.93
5689,3593,221,14,21-Jul-24,Mobile,,3022,64,3,1.31,254.64
5690,2460,619,12,10/31/2023,Desktop,Australia,2031,76,3,42.4,509.14
5691,2751,2064,10,7/4/2022,Mobile,United Kingdom,914,3,0,1.34,0
5692,435,2174,10,3/14/2020,Tablet,AUSTRALIA,695,2,0,0.7,0
5693,4641,2754,13,4-May-24,Mobile,Indonesia,1415,67,2,1.18,206.02
5694,3554,2636,6,9/22/2022,Desktop,EGYPT,60169,470,8,627.24,402.97
5695,2675,365,7,3/19/2021,Desktop,Germany,3901,59,0,52.79,0
5696,703,4200,4,28-Jun-19,Mobile,United Kingdom,5170,84,0,41.65,0
5697,1545,222,10,2-Jul-21,Desktop,United Kingdom,246,1,0,0.47,0
5698,4707,804,2,19-Mar-24,Desktop,Brazil,2205,52,2,45.29,147.69
5699,848,638,10,1-Oct-19,Tablet,Germany,2866,9,0,2.54,0
5700,4444,3573,4,9/19/2022,Desktop,Indonesia,1591,30,0,18.23,0
5701,3989,210,15,4/3/2022, Tablet ,Brazil,1397,30,1,27.89,97.46
5702,1121,4027,14,5-Sep-20,Mobile,United States,7101,279,18,5.7,2956.42
5703,538,2484,7,12-Aug-20,Tablet,Germany,18164,254,6,163.57,541.97
5704,2469,3457,14,4-Feb-24,Mobile,USA,1076,23,0,0.52,0
5705,91,1217,4,22-Feb-23,Desktop,Mexico,791,15,0,10.76,0
5706,1708,2280,12,12/11/2021,Tablet,Australia,2621,45,2,16.34,208.06
5707,2952,1090,8,11/25/2020,Mobile,United Kingdom,2084,29,0,16.33,0
5708,295,3053,4,29-09-2021,Desktop,Saudi Arabia,2567,58,0,42.56,0
5709,1183,304,2,4/17/2021,Tablet,United Arab Emirates,22688,210,5,234.44,756.02
5710,32,4067,9,11/21/2019,Desktop,United States,10132,212,3,99.55,174.14
5711,3674,3913,8,9/22/2023,Desktop,Philippines,10005,209,2,145.88,85.01
5712,1770,4736,11,16-07-2024,Tablet,India,4598,187,11,19.2,589.04
5713,3742,2347,12,8/4/2020,Mobile,,3959,4234,3,47.16,148.46
5714,651,3783,7,9/9/2023,Desktop,Egypt,3586,37,0,30.57,0
5715,4827,91,4,30-05-2022,Tablet,United Kingdom,900,1024,0,11.46,0
5716,3188,3423,2,3-Jul-19,Mobile,Australia,325,3,0,1.98,0
5717,210,361,10,7-Dec-20,mobile ,United States,872,3,0,1.53,0
5718,1828,943,1,3-Nov-19,Mobile,United States,8098,266,13,315.39,944.77
5719,3366,688,8,12-Dec-23,Mobile,United States,82939,1239,7,1107.4,444
5720,2245,2794,15,9/16/2024,Mobile,U.S.A.,546,8,43,5.78,0
5721,1859,3060,3,1/29/2024,DESKTOP,United Kingdom,2929,42,0,29.81,0
5722,3554,387,6,9/1/2022,Tablet,United States,508,2,0,1.65,0
5723,2190,97,3,20-Jan-25,Desktop,India,1024,10,0,11.51,0
5724,1521,2232,13,29-07-2023,Desktop,AUSTRALIA,638,45,1,0.94,128.71
5725,2373,725,11,2-May-22,Desktop,Italy,670,40,2,3.96,258.59
5726,3589,4244,5,10/13/2023,Mobile,US,10841,62,0,213.19,0
5727,5067,1622,6,5/15/2023,Mobile,Brazil,1012,7,0,6.88,0
5728,909,1201,10,6/7/2020,Mobile,United Kingdom,773,3,0,0.97,0
5729,3234,2397,11,4/22/2024, Desktop,  Australia  ,420,5,0,0.51,0
5730,434,3004,10,26-Jun-22,Desktop,India,3697,17,0,6.76,0
5731,3015,2717,2,9/15/2024,Mobile,France,9630,124,4,126.49,526.57
5732,210,125,10,3-Jan-21,Desktop,Canada,2953,10,0,4.39,0
5733,2489,3460,9,2/17/2022,Mobile,Egypt,144,1,0,0.45,0
5734,4248,3456,13,3/15/2019,Mobile,United States,1639,102,3,2.25,347.47
5735,2838,3583,4,7/31/2020, Mobile,united states,6311,122,2,81.6,90.21
5736,1186,4936,9,5/2/2021,,United States,4519,51,1,29.31,52.77
5737,2472,470,8,6/2/2020,Mobile,Saudi Arabia,1087,14,0,9.2,0
5738,5061,445,12,18-Oct-24,Mobile,United States,1723,33,2,20.39,115.16
5739,4111,674,5,30-May-21,Desktop,Saudi Arabia,6639,43,1,175.58,104.53
5740,3927,3791,3,30-Apr-22,Desktop,United Arab Emirates,607,5,0,5.08,
5741,4931,5039,7,10/9/2023,Mobile,South Africa,1137,7,0,4.84,0
5742,2110,333,12,12/16/2020,MOBILE,Saudi Arabia,1932,25,1,13.05,127.31
5743,917,3039,5,21-Nov-20,Mobile,Canada,12497,57,1,192.9,190.95
5744,1200,3156,7,3/14/2024,Mobile,United Kingdom,1256,15,0,12.68,0
5745,2840,4525,12,10/3/2022,Mobile,United States,617,11,0,8.13,0
5746,3648,1822,15,7/30/2024,Mobile,Saudi Arabia,2256,43,60,29.98,99.25
5747,214,2760,12,6/17/2019,Mobile,France,2001,38,0,19.98,
5748,930,4667,12,5/17/2022,Tablet,South Africa,6178,97,4,46.94,361.47
5749,1261,4955,15,9/16/2022,Smartphone,United States,2570,52,1,47.62,233.99
5750,247,1094,8,7-Aug-20,Desktop,Philippines,966,13,0,9.89,0
5751,3128,1408,5,10/15/2022,Mobile,United Kingdom,361,1,0,3.7,0
5752,2106,2872,2,5/20/2020,Desktop,United States,6190,163,6,179.82,467.5
5753,2494,2276,6,10/1/2021,Desktop,Germany,1988,25,0,31.29,0
5754,3260,55,10,11/15/2020,Mobile,Italy,844,3,0,1.6,0
5755,180,1324,6,,Desktop,Germany,325,2,0,1.85,0
5756,121,669,1,15-02-2021,Mobile,United Kingdom,3020,73,1,100.17,184.99
5757,5039,517,13,2/1/2022,Desktop,United States,2081,104,4,1.7,279.16
5758,2790,4547,6,22-02-2019,mobile,India,165,1,0,0.91,0
5759,5036,3381,7,11-Jul-19,Desktop,Philippines,236,2,0,1.64,0
5760,2176,4067,12,24-Jun-24,Mobile,Brazil,2224,32,1,16.78,77.48
5761,3292,767,5,19-08-2022,Mobile,India,1314,5,0,16.01,0
5762,1999,1278,2,12/9/2022,Mobile,Mexico,3196,51,1,49.09,72.95
5763,4736,5150,1,23-Dec-20,Desktop,Germany,14225,446,16,484.23,1800.73
5764,4186,4250,4,19-May-24,Desktop,Australia,7739,141,2,82.14,124.43
5765,2704,4950,5,4/23/2019,Mobile,Mexico,293,2,0,7.82,0
5766,1419,3006,4,1/25/2024,Desktop,Germany,2303,49,1,22.9,40.96
5767,2918,,1,5/4/2021,Desktop,Australia,1641,74,2,79.39,239.83
5768,2735,2155,10,12/1/2020,Mobile,UNITED KINGDOM,1224,6,0,2.31,0
5769,4750,1637,14,11/11/2022,mobile ,Brazil,5453,153,7,3.08,792.92
5770,3279,3576,6,4/7/2020,Tablet,Mexico,2522,17,0,19.25,0
5771,4424,851,4,18-Mar-19,Mobile,United States,4049,63,0,33.27,0
5772,2715,547,13,18-Dec-22,Desktop,Egypt,12933,521,7,10.43,769.23
5773,435,3033,10,24-Feb-20,Mobile,United Kingdom,497,1,0,0.41,0
5774,2802,1783,4,6/25/2024,Mobile,France,1162,18,0,9.23,0
5775,2070,3761,5,10/30/2023,Mobile,Spain,1041,5,0,16.13,0
5776,1340,2037,10,2/28/2023,Mobile,Egypt,7593,25,0,9.87,0
5777,1365,2689,1,8/19/2023,Desktop,UK,3619,189,5,198.22,371.31
5778,1675,4928,1,12/16/2022,MOBILE,Nigeria,7493,138,2,131.71,233.37
5779,210,797,10,11/22/2020,mobile ,Mexico,7824,44,0,20.45,0
5780,2703,2665,10,1/2/2025,Desktop,United States,4791,28,0,7.9,0
5781,2910,3391,9,11/18/2022,desktop,Brazil,643,8,0,2.7,0
5782,3146,1245,15,3/13/2022,Desktop,Spain,4868,48,1,39.25,106.73
5783,2598,1460,15,6/3/2021,Mobile,India,2489,51,1,0,
5784,4057,4305,14,4/30/2022,Mobile,United States,759,21,0,0.6,0
5785,1876,533,5,12/2/2024,Mobile,United Kingdom,1231,8,0,31.54,0
5786,1167,3445,14,12/12/2023,Mobile,Nigeria,784,18,0,0.42,0
5787,2610,2144,11,9-May-19,Mobile,Philippines,1006,44,2,3.85,84.43
5788,4444,3062,4,10/10/2022,Desktop,France,1933,33,0,18.64,0
5789,2708,2725,15,23-Jul-23,Desktop,United States,1367,44,0,43.1,0
5790,3004,2886,15,2/9/2020,Tablet,United States,1266,28,0,24.24,0
5791,2138,2863,13,5/31/2021,Mobile,Canada,13229,568,23,11.12,2381.07
5792,257,713,14,10/5/2019,Desktop,Saudi Arabia,22119,905,51,18.12,4688.03
5793,2064,2144,10,12/6/2020,Mobile,South Africa,1174,5,0,2.46,0
5794,2952,895,8,2-Dec-20,Mobile,Canada,6926,87,1,60.67,53.06
5795,90,5112,13,30-03-2021,Desktop,UNITED STATES,2664,172,8,3.55,919.08
5796,869,4545,10,3-Sep-24,Mobile,United Arab Emirates,717,3,0,1.28,0
5797,604,4573,3,2/3/2019,Mobile,United Kingdom,4658,47,1,42.12,63.31
5798,4698,1252,12,24-Jul-21,Tablet,EGYPT,1297,29,0,15.55,0
5799,1085,4773,7,3-Mar-20,Tablet,India,7737,105,2,83.05,146.93
5800,1593,4871,2,12/26/2023,Mobile,India,730,11,0,6.97,0
5801,1616,3048,7,12/21/2023,Mobile,Mexico,1305,17,0,15.4,0
5802,4551,1648,14,12/1/2021,Mobile,Australia,1357,20,1,0.45,99.64
5803,249,2125,11,7/5/2023,Mobile,Australia,6818,340,27,43.9,2888.93
5804,4791,2791,8,18-11-2022,Desktop,Nigeria,2058,32,0,25.26,0
5805,894,931,9,12/14/2021,Desktop,Netherlands,1975,64,2,33.95,154.57
5806,3012,1509,14,18-04-2023,Desktop,Canada,1116,48,2,1.14,456.22
5807,2442,,10,8/4/2020,Mobile,Canada,661,3,0,1.27,0
5808,1155,115,5,19-Apr-20,Tablet,Germany,136,0,0,0,0
5809,309,2767,4,12/6/2020,Desktop,Nigeria,5609,125,2,74.12,119
5810,1599,3706,11,12/20/2019, Mobile,United States,12519,279,14,25.52,951.98
5811,963,1312,5,21-04-2024,Desktop,Canada,81,0,0,0,0
5812,4958,2177,5,7/3/2020,Desktop,Spain,1995,16,0,52.65,0
5813,5030,5032,11,5/11/2024,Mobile,Canada,16049,676,45,57.78,5733.39
5814,3234,643,11,5/4/2024,Desktop,Canada,1285,68,1,6.88,91.84
5815,4678,1331,3,4/11/2021,Desktop,Netherlands,2279,44,0,36.81,0
5816,3325,4283,3,4-Jul-21,Mobile,United Kingdom,2187,24,0,27.2,0
5817,1342,951,9,7/1/2022,Mobile,Philippines,35760,479,481,165.2,
5818,4997,950,1,6/3/2023,Mobile,United States,6751,198,0,246.99,0
5819,2924,1251,12,9/12/2024,Mobile,Germany,2532,53,2,34.03,205.98
5820,1669,740,12,12/3/2024,Mobile,Spain,2603,52,2,30.69,191.65
5821,474,2260,15,11/28/2020,Mobile,United Kingdom,1146,21,0,18.81,0
5822,3055,1207,5,2/19/2023,Mobile,Egypt,8184,56,0,237.76,0
5823,4155,1737,9,7/24/2023,Mobile,U.S.A.,26122,362,9,238,661.25
5824,1631,1709,5,9/22/2020,Desktop,united states,4843,37,0,180.9,0
5825,3174,134,8,1-Mar-21,Mobile,USA,177,1,0,0.71,0
5826,4128,3620,3,15-Sep-21,Desktop,United States,5455,70,1,82.24,73.58
5827,1158,591,6,2-Dec-20,Mobile,Philippines,3655,29,0,28.32,0
5828,1057,2169,5,5-Jul-23,Tablet,United States,4531,23,0,86.3,0
5829,2227,4306,7,7/27/2022,Tablet,Nigeria,8965,103,3,89.98,276.87
5830,4985,2999,4,6/23/2020,Desktop,Egypt,508,16,0,11.65,0
5831,2366,3643,3,3/12/2022,Mobile,Philippines,1154,10,0,7.04,0
5832,138,333,8,7/27/2020,Desktop,India,4259,70,1,45.29,75.28
5833,114,2334,1,9/11/2022,DESKTOP,Netherlands,6414,279,3,315.09,200.97
5834,4998,1612,2,2/12/2020,Desktop,South Africa,178,3,0,3.34,0
5835,2243,2617,15,5-Mar-23,Desktop,USA,558,18,0,15.42,0
5836,5041,2654,3,24-Dec-19,Mobile,France,331,2,0,1.79,0
5837,899,3209,14,2/9/2024,Mobile,Brazil,5146,144,8,2.21,863.16
5838,1628,1405,2,12/3/2021,Mobile,Canada,883,13,0,12.89,0
5839,2502,4460,7,16-Aug-21,,Spain,1624,18,0,14.37,0
5840,3190,2668,14,25-02-2020,Mobile,Saudi Arabia,265,6,0,0.13,0
5841,2872,4819,10,14-12-2024,Mobile,Philippines,3624,13,0,4.41,0
5842,1937,67,1,23-Apr-22,Desktop,United Kingdom,443,17,0,18.38,0
5843,4758,4710,10,11/21/2022,Mobile,South Africa,41750,178,2,77.26,117.47
5844,2852,1925,8,18-Nov-22,Mobile,United States,13353,115,1,87.89,36.06
5845,2827,1273,9,10-Apr-19,Desktop,Brazil,942,18,0,7.96,0
5846,1453,3172,12,12/5/2024,Tablet,Spain,3306,83,4,39.92,280.54
5847,3012,1039,14,4/12/2023,Desktop,India,178,8,0,0.16,0
5848,2165,176,13,31-Mar-20,Mobile,Germany,1636,88,3,1.8,155.05
5849,4722,,1,10/15/2023,Mobile,United States,5025,136,4,196.26,531.03
5850,437,5174,2,12/8/2020,Mobile,Nigeria,526,8,0,6.33,0
5851,1220,4225,15,21-06-2024,PC,Germany,446,14,0,12.55,0
5852,509,4865,13,3/24/2024,Desktop,Indonesia,2905,141,1,2.81,
5853,3717,2814,6,11-Jun-20,Mobile,United States,1656,21,0,23.87,0
5854,479,1018,9,24-Aug-21,Desktop,Philippines,3903,90,1,35.24,98.46
5855,1109,1851,4,9/29/2022,mobile,United States,443,7,0,4.99,0
5856,4871,3432,11,12/4/2020,Desktop,Egypt,1514,94,2,7.74,152.09
5857,589,4697,13,4-Mar-19,Mobile,Canada,2940,155,5,3.53,349.95
5858,1331,3465,13,5-Jun-19,Desktop,Brazil,5586,430,18,7.24,1166.32
5859,575,4563,14,8/22/2019,Mobile,France,1880,62,1,1.29,166.58
5860,3718,2812,9,7/10/2024,mobile ,Germany,2791,58,1,29.99,53.96
5861,2721,5703,3,3-Sep-20,desktop,United Kingdom,11319,11708,5,164.15,135.16
5862,4552,4312,13,7/23/2023,TABLET,Netherlands,10533,162,8,3.88,819.87
5863,929,1545,8,5/8/2022, Desktop,Australia,662,9,0,5.41,
5864,3595,1219,7,7/24/2022,Mobile,UNITED STATES,1469,8,0,5.55,0
5865,2838,1643,4,7/25/2020,Tablet,United Kingdom,6334,111,1,69.6,59.93
5866,4169,2908,1,19-10-2020,Mobile,USA,1698,45,2,48.08,
5867,3921,219,8,6/7/2021,Mobile,Italy,2868,36,0,28.8,0
5868,2306,49,6,12/30/2019,Mobile,France,36449,270,2,275.73,61.4
5869,4998,2970,2,2/10/2020,desktop,AUSTRALIA,544,7,0,4.86,0
5870,479,1879,9,14-08-2021,Mobile,India,1866,19,0,9.99,0
5871,2839,4279,11,15-Mar-19,Desktop,NIGERIA,372,23,0,2.36,0
5872,1001,4496,8,7/25/2024,tablet,United States,34089,312,6,181.55,351.07
5873,1769,3911,1,16-Oct-20,Desktop,Canada,350,12,0,11.12,0
5874,1812,528,7,2/18/2020,Mobile,United Kingdom,471,3,0,2.3,0
5875,388,2318,9,4/29/2020,Desktop,Japan,421,10,0,3.76,0
5876,4423,3916,6,3/13/2020,Mobile,Japan,4525,49,0,55.43,0
5877,1767,3818,12,5/18/2022,Tablet,Germany,3592,52,2,24.63,125.94
5878,4288,,9,1/15/2022,Mobile,Australia,2098,42,1,24.74,173.65
5879,1843,3882,10,----,Desktop,Philippines,40799,223,2,82.33,215.92
5880,4524,4722,12,8-Jun-24,Mobile,Japan,2218,62,0,31.04,0
5881,92,3956,6,3/11/2021,DESKTOP,India,3824,47,0,38.37,0
5882,663,2443,15,31-Oct-23,mobile ,united states,472,13,0,14.13,0
5883,610,3302,14,9-Apr-20,Desktop,India,917,41,1,0.85,240.4
5884,314,1357,2,25-09-2024,Desktop,Spain,2795,3268,1,29.3,94.25
5885,3582,1467,4,25-Aug-22,Desktop,Australia,1175,19,0,13,0
5886,4945,2671,14,10/26/2019,Mobile,Nigeria,2572,82,1,1.35,134.53
5887,997,3850,4,9-Aug-24,desktop,Germany,938,17,0,10.56,0
5888,1813,,13,14-Oct-23,Mobile,United States,159,8,0,0.17,
5889,4482,9385,8,5/15/2021,Mobile,united states,1599,17,0,10.86,0
5890,615,4344,9,7/8/2020,Mobile,United Arab Emirates,7268,113,3,55.59,221.82
5891,2896,4746,13,9/8/2022,Desktop,France,3948,215,8,5.1,898.3
5892,4504,140,8,17-08-2019,,Netherlands,47639,919,11,796.07,643.54
5893,823,3507,8,5/31/2019,,United States,5973,107,0,63.49,0
5894,3201,4541,14,10/11/2022, Desktop,United States,3273,137,6,2.74,1075.24
5895,1801,2057,15,23-Apr-23,Mobile,Australia,1470,35,0,22.84,
5896,2031,4293,3,5/7/2020,Desktop,  India  ,373,6,0,6.69,0
5897,2283,3735,1,28-03-2023,Mobile,Canada,1166,30,1,39.27,140.95
5898,4480,3872,2,7-Sep-20,Mobile,Mexico,6904,1,0,37.86680226,0
5899,3312,4792,3,10/22/2019,Desktop,UK,1293,15,0,14.55,0
5900,1767,3919,12,12/6/2022,Desktop,,1138,35,1,14.85,133.96
5901,3635,1717,5,12/7/2020,Smartphone,Australia,880,5,0,18.83,0
5902,604,3029,3,1/10/2019,Desktop,United Arab Emirates,9026,122,3,131.56,240.18
5903,5039,4390,13,13-Feb-22,Desktop,U.A.E.,3444,232,8,3.49,758.5
5904,2817,344,12,27-11-2024,Mobile,United States,6105,144,4,82.93,-535.48
5905,1214,4805,10,9/12/2021,Mobile,Brazil,1255,5,0,2.11,0
5906,3603,765,13,28-Feb-24,Tablet,INDIA,1801,82,3,1.36,143.38
5907,875,4515,5,1/8/2023,mobile,Spain,22560,135,4,337.65,628.95
5908,2896,4882,13,9/22/2022,PC,United Kingdom,3689,179,6,2.71,878.95
5909,1380,300,1,3-Jul-19,Mobile,France,1725,39,0,43.14,0
5910,1984,1219,7,4/11/2020,Desktop,Germany,2324,36,0,29.47,0
5911,180,4166,6,3/8/2021,Desktop,Italy,615,5,0,4.74,0
5912,4998,2337,2,2/8/2020,Mobile,United Kingdom,1324,15,0,14.47,0
5913,346,3988,13,11/11/2022,Mobile,UAE,4640,84,3,1.16,232.83
5914,5036,4623,7,6/17/2019,Desktop,United States,647,10,0,8.21,0
5915,547,,2,18-Apr-19,Desktop,Germany,854,14,0,11.27,0
5916,881,,5,4-Feb-22,Mobile,UK,326,1,0,2.74,0
5917,2896,2139,13,4/11/2022,Mobile,  Nigeria  ,1230,57,1,1.01,49.85
5918,893,3188,12,7/5/2022,Tablet,Spain,161,1,0,0.48,0
5919,2896,4362,13,18-Oct-22,Desktop,Mexico,2131,101,2,1.79,112.25
5920,4421,251,15,6/30/2023, Desktop,United States,3208,61,2,28.5,222.46
5921,3728,1688,6,18-05-2023,Desktop,United States,5584,64,1,56.82,116.03
5922,114,4838,1,9/3/2022,Desktop,United Arab Emirates,1694,67,2,100.8,322.79
5923,4193,315,1,12/17/2023,Mobile,Japan,19716,744,21,789.98,1526.13
5924,1292,4623,9,8/3/2019,Desktop,France,1678,1799,0,17.28,0
5925,1167,4503,14,11/18/2023,Desktop,Australia,6407,174,8,3,723.41
5926,2760,1143,3,7/3/2020,Mobile,Canada,26202,207,5,229.89,792.92
5927,4745,,14,2/29/2024,MOBILE,Italy,1616,41,2,0.69,289.43
5928,655,831,4,1/17/2024,Mobile,United States,814,16,0,9.57,0
5929,4958,1662,5,1-Feb-20,Mobile,Saudi Arabia,1768,10,0,39.61,0
5930,4021,3132,2,10/15/2022,Mobile,United Kingdom,414,5,0,5.38,0
5931,3395,4030,4,24-Dec-22,Tablet,India,4411,55,1,37.36,56.09
5932,1322,4984,1,1/25/2023,Desktop,Egypt,4633,106,3,136.98,394.83
5933,4058,4755,10,7/21/2021,Smartphone,Brazil,737,2,0,0.92,0
5934,1546,3601,6,7/1/2023,Tablet,United States,4554,41,0,41.48,0
5935,3284,644,5,4-May-19,Mobile,United Kingdom,5635,19,0,40.96,0
5936,3036,4380,3,13-May-24,Desktop,Mexico,569,3,0,1.92,0
5937,3962,1843,5,18-Dec-19,Desktop,Italy,2931,18,0,69.3,0
5938,1630,2003,1,9/2/2022,Mobile,Netherlands,1036,33,1,49.96,53.97
5939,8216,1306,4,2/18/2022,Mobile,Australia,944,14,0,7.32,0
5940,3097,2378,2,4/5/2019,Mobile,Brazil,7379,109,3,116.6,281.77
5941,3706,2873,6,7/20/2020,Mobile,Spain,3052,28,0,29.64,0
5942,2441,3407,12,4/2/2021,desktop,United States,1631,47,2,19.07,178.16
5943,3453,9281,2,22-05-2020,Mobile,USA,796,15,0,12.63,0
5944,3435,1922,5,3/20/2023,Mobile,Spain,1202,5,0,17.07,0
5945,1145,2550,5,23-Jul-23,Mobile,U.K.,538,4,0,14.92,0
5946,3628,297,2,5/28/2023,Mobile,Australia,1504,18,0,17.93,0
5947,5007,3633,9,10/2/2019,Mobile,India,758,16,0,7.16,0
5948,3410,3753,11,23-Jan-24,Desktop,Australia,14733,1069,101,122.17,14734.73
5949,2627,1496,5,10/31/2021,desktop,Germany,972,5,0,19.99,0
5950,547,3618,2,22-Apr-19,Desktop,United Kingdom,14527,179,8,163.77,1174.79
5951,5036,3937,7,5/29/2019, Mobile,Mexico,704,8,0,6.12,0
5952,2854,2775,4,5/11/2023,,India,207,3,0,1.73,0
5953,4357,4766,15,28-06-2021,Desktop,Japan,11023,247,5,220.37,640.64
5954,4226,4361,15,5-Apr-20,Desktop,United States,15097,297,9,340.27,906.46
5955,4817,1314,7,4-Sep-20,Desktop,United States,286,6,0,4.04,0
5956,4578,3705,9,3/10/2019,Mobile,Spain,198,3,0,1.75,0
5957,3136,2426,7,22-Mar-21,Mobile,France,5072,58,1,60.62,75.7
5958,2123,3012,8,5/8/2022,mobile ,United States,404,4,0,2.54,0
5959,5007,40,9,26-Jan-19,Tablet,France,8606,139,4,79.09,420.29
5960,1449,1196,8,26-Aug-20,Mobile,Spain,1764,30,0,23,0
5961,373,5147,14,3/22/2024,desktop,United States,11181,343,12,7.87,1367.89
5962,2721,192,3,21-Sep-20,Desktop,Nigeria,342,4,0,3.4,0
5963,1496,4977,10,3/20/2019,mobile,Nigeria,4089,13,0,4.95,0
5964,3373,3018,11,6-May-24,Mobile,Indonesia,1043,35,1,2.06,178.76
5965,4797,1840,8,31-Jul-21,Desktop,United States,1990,32,0,21,0
5966,893,2700,12,9-Jun-22,Mobile,United Kingdom,1757,42,1,28.64,162.46
5967,3903,4190,8,21-Nov-20,Mobile,Italy,10552,180,3,112.08,179.24
5968,1013,1675,1,23-Mar-24, Desktop,USA,932,34,1,40.67,139.24
5969,880,4555,6,24-Nov-20,Desktop,Nigeria,60504,635,8,634,496.89
5970,841,1871,2,11/2/2020,MOBILE,Australia,655,7,0,4.08,0
5971,375,1030,12,8-Nov-21,TABLET,Nigeria,6128,79,2,46.43,177.94
5972,4124,2605,4,12/8/2020,Smartphone,Australia,22484,507,16,369.63,677.69
